x1,x2,x3,x4,v1,v2,v3,v4,v5,m,output
0.262048,0.271197,0.252832,0.050678,5.167811,0.590696,5.549253,0.196828,8.441271,C,0.318
0.319383,0.259779,0.300686,0.062721,5.215049,0.588042,5.504565,0.581233,0.554694,C,0.945
0.309126,0.293283,0.257219,0.050193,5.681692,0.602943,5.709903,0.136104,9.998483,C,0.858
0.270031,0.264913,0.231415,0.056693,5.783052,0.587574,5.633712,0.455404,9.820056,C,0.198
0.306832,0.261474,0.223925,0.057252,5.817644,0.565721,5.644169,0.457522,2.240484,C,0.402
0.320849,0.268225,0.260658,0.06161,5.838079,0.585106,5.561012,0.184414,8.882595,C,0.932
0.312306,0.230671,0.289977,0.055917,5.203107,0.455418,6.087339,0.45249,8.471828,C,0.427
0.313815,0.28652300000000003,0.26851,0.062116,5.170073,0.453288,6.174743,0.105203,9.277592,C,0.992
0.310372,0.25268,0.232519,0.051237,5.663443,0.443235,6.216843,0.152257,6.84737,C,0.661
0.312865,0.271858,0.291618,0.055323,5.64275,0.445131,6.209544,0.061738,8.035259,C,0.952
0.351947,0.255402,0.233084,0.062598,5.701087,0.471242,6.220024,0.525322,3.761516,C,0.988
0.316598,0.258254,0.294525,0.055349,4.380112,0.520507,6.273579,0.71087,0.278122,C,0.822
0.279029,0.262836,0.288182,0.060196,4.363469,0.520712,6.146074,0.752008,6.285195,C,0.222
0.275596,0.293642,0.29594,0.050046,4.524734,0.594089,5.991785,0.118958,8.735075,C,0.899
0.340049,0.230431,0.225633,0.056212,4.421466,0.58309,6.235238,0.361522,0.246021,C,0.673
0.317478,0.290548,0.26057,0.055218,4.448699,0.599079,6.156863,0.64356,9.998633,C,0.993
0.314903,0.258214,0.288343,0.057227,5.185805,0.585995,6.170008,0.157635,8.246454,C,0.815
0.266989,0.290619,0.287358,0.05638,5.272563,0.571907,6.295922,0.345231,7.612157,C,0.647
0.270933,0.259851,0.234414,0.060883,5.054537,0.588942,6.171844,0.321036,0.064157,C,0.165
0.353454,0.266665,0.237502,0.060102,5.254719,0.584275,6.33617,0.786478,9.212783,C,0.994
0.34656,0.292787,0.231973,0.062623,5.128373,0.585499,6.078142,0.24044,9.892474,C,0.986
0.263273,0.230013,0.289774,0.060386,5.042404,0.590303,6.107193,0.588695,3.365288,C,0.079
0.27712,0.259729,0.228792,0.061322,5.69072,0.58733,6.30369,0.565908,7.746131,C,0.406
0.419807,0.094214,0.177741,0.086974,6.888777,0.356095,3.989494,0.69798,4.738529,C,0.368
0.428743,0.163578,0.175036,0.054688,3.335961,0.529919,3.955924,0.370839,9.724848,C,0.473
0.417692,0.111079,0.264724,0.064699,3.442513,0.692031,3.974805,0.731913,9.472232,C,0.268
0.315895,0.188526,0.350389,0.011764,3.283016,0.688858,4.130169,0.410217,5.973341,C,0.87
0.213192,0.193754,0.351247,0.02199,5.171232,0.685865,4.098096,0.432459,9.763453,C,0.26
0.311366,0.221672,0.25935,0.052736,6.935115,0.366555,5.789527,0.181924,0.524439,C,0.159
0.31388,0.141525,0.273634,0.00725,7.021204,0.522004,5.61945,0.433419,9.989023,C,0.49
0.209642,0.255806,0.354135,0.013802,6.974765,0.514675,5.428414,0.77956,3.239988,C,0.093
0.425736,0.143412,0.266771,0.00864,5.296509,0.706723,5.672077,0.560888,7.227425,C,0.969
0.208658,0.301396,0.343208,0.085629,5.089838,0.694969,5.677743,0.454597,9.972917,C,0.288
0.421177,0.178195,0.168611,0.08341,3.332141,0.513703,7.146361,0.218839,5.978846,C,0.6
0.356973,0.173608,0.235663,0.095294,5.550694,0.46817,5.712346,0.661925,0.86452,C,0.646
0.351825,0.161361,0.257165,0.055889,5.049451,0.532228,5.605171,0.186759,1.706889,C,0.442
0.359769,0.176136,0.223594,0.073786,4.649309,0.595542,5.547822,0.767853,7.088481,C,0.594
0.354662,0.191632,0.262057,0.072672,4.666176,0.550937,5.573045,0.367574,9.255813,C,0.647
0.349085,0.182741,0.235676,0.070056,5.071364,0.594329,5.691393,0.556884,7.663967,C,0.339
0.348525,0.162387,0.263845,0.089622,4.547495,0.455127,6.170924,0.366977,9.98632,C,0.614
0.350587,0.189046,0.257993,0.06536,5.925028,0.437473,6.396079,0.115141,2.737314,C,0.661
0.305716,0.208669,0.292856,0.062841,5.889501,0.463687,6.278597,0.638727,9.580981,C,0.411
0.309022,0.174276,0.299876,0.035062,5.097156,0.508585,6.205708,0.862342,9.742995,C,0.413
0.358901,0.150627,0.263874,0.069414,4.406875,0.566644,6.196136,0.05512,9.789757,C,0.361
0.285126,0.220533,0.296742,0.087411,5.338905,0.576827,6.430491,0.447803,1.288189,C,0.298
0.310214,0.019366,0.507063,0.013206,10.06209,0.051458,1.16233,0.954514,3.540784,D,0.106
0.601013,0.024717,0.022615,0.011576,5.161159,0.525869,1.423429,0.365075,0.580448,D,0.69
0.033958,0.251045,0.500731,0.05588,4.983095,0.511611,1.229604,0.768564,2.614968,D,0.525
0.027302,0.262681,0.270274,0.099642,9.939732,0.521362,1.193708,0.579747,1.830474,D,0.574
0.017737,0.260078,0.265725,0.012474,0.429492,1.016695,1.177568,0.26193,0.186306,D,0.945
0.02549,0.018722,0.494032,0.056388,10.021932,1.006089,1.361867,0.34435,1.878872,D,0.977
0.324916,0.026478,0.260601,0.011965,0.392101,0.041741,5.645843,0.610547,3.704336,D,0.188
0.310209,0.034413,0.258326,0.09933,5.11969,0.036929,5.555458,0.313305,4.559478,D,0.273
0.308033,0.028028,0.022186,0.099688,9.83712,0.038348,5.777749,0.36648,0.263389,D,0.171
0.31208,0.031073,0.502925,0.055005,0.17179,0.513355,5.580991,0.647565,1.107338,D,0.078
0.311464,0.022603,0.257115,0.056512,5.241213,0.992845,5.637015,0.615919,0.065383,D,0.357
0.039612,0.260046,0.495517,0.01251,0.258825,0.028194,10.055586,0.133368,0.92417,D,0.643
0.311488,0.029002,0.257469,0.05652,10.057207,0.046528,10.025787,0.725379,1.883482,D,0.262
0.024581,0.023939,0.019562,0.01242,0.340801,0.521499,9.88205,0.393371,0.199524,D,0.962
0.589286,0.019709,0.02009,0.013133,0.316503,0.518288,9.923803,0.363276,9.553588,D,0.875
0.318461,0.028632,0.261674,0.099544,0.189957,0.509525,10.0813,0.87971,6.836011,D,0.304
0.034676,0.263366,0.491061,0.013147,5.145267,0.506813,10.007701,0.36621,7.944701,D,0.672
0.02372,0.261533,0.506001,0.055325,5.203445,0.514183,9.818083,0.177809,4.990138,D,0.757
0.598901,0.02866,0.02051,0.099246,4.981868,0.534844,10.046618,0.897017,0.207326,D,0.165
0.022721,0.026955,0.500399,0.012335,0.457332,0.995326,10.046224,0.757708,0.785277,D,0.989
0.020894,0.024395,0.497763,0.010991,5.198729,1.002019,10.073026,0.845042,0.142914,D,0.995
0.317522,0.168804,0.3427,0.055196,3.264357,0.341114,3.953793,0.614901,9.446034,D,0.521
0.423076,0.170942,0.261991,0.039219,5.090229,0.521142,4.059205,0.219057,6.201778,D,0.995
0.319762,0.169792,0.348719,0.071298,6.99552,0.512318,3.947694,0.508267,7.216846,D,0.426
0.317636,0.184363,0.172664,0.041477,5.138352,0.357298,5.748674,0.140634,9.913284,D,0.578
0.41942,0.169249,0.256238,0.040656,5.239497,0.328204,5.634712,0.253533,5.79804,D,0.979
0.212325,0.17812,0.349917,0.056183,5.167371,0.339353,5.670071,0.666599,2.684615,D,0.139
0.302982,0.184988,0.263854,0.071102,4.990748,0.344101,5.696662,0.753292,9.822494,D,0.233
0.317726,0.16636,0.173575,0.039921,6.866672,0.338804,5.631895,0.380762,2.360375,D,0.401
0.208197,0.176323,0.172162,0.056575,6.876811,0.357385,5.523252,0.693595,7.369648,D,0.284
0.423436,0.174853,0.259827,0.055833,5.241136,0.544891,5.723015,0.307211,9.432625,D,0.997
0.307639,0.262409,0.255861,0.056054,5.221388,0.510858,5.659768,0.298485,9.598638,D,0.805
0.212346,0.256721,0.341613,0.056471,3.341494,0.706541,5.688809,0.887049,8.918609,D,0.118
0.199219,0.180322,0.263575,0.055204,3.393893,0.354244,7.402102,0.397674,1.219647,D,0.267
0.413163,0.17137,0.255027,0.072636,5.07392,0.341749,7.319275,0.57597,5.437595,D,0.986
0.312645,0.166061,0.345515,0.071393,5.181816,0.336747,7.296949,0.228415,8.709089,D,0.477
0.314233,0.174304,0.352136,0.039426,3.281771,0.700695,7.257534,0.785507,9.580864,D,0.602
0.30346,0.172996,0.255139,0.072389,3.435563,0.689137,7.198334,0.558906,5.524232,D,0.278
0.2106,0.262953,0.348,0.072956,3.254792,0.682376,7.142894,0.079926,5.813038,D,0.224
0.212347,0.173598,0.265066,0.058629,4.955672,0.684546,7.329443,0.806786,6.001775,D,0.215
0.20611,0.168692,0.355841,0.074137,5.062092,0.694068,7.324319,0.816243,7.935768,D,0.133
0.201547,0.170291,0.175459,0.072512,6.9431,0.676855,7.331562,0.687238,8.426413,D,0.254
0.306509,0.173586,0.259987,0.072113,6.883824,0.702582,7.293211,0.160899,2.525854,D,0.278
0.32135,0.261212,0.228767,0.051824,4.414449,0.462476,4.994094,0.28204,9.431299,D,0.43
0.316087,0.292243,0.260971,0.061511,4.433863,0.454951,5.039726,0.291272,3.366398,D,0.991
0.273629,0.232425,0.294795,0.049573,5.150898,0.473922,5.029828,0.813369,9.446553,D,0.108
0.274676,0.259907,0.261833,0.06379,5.868382,0.457791,5.118268,0.185736,2.797495,D,0.115
0.279658,0.26539,0.290716,0.056382,4.41617,0.527521,5.015373,0.359453,8.292016,D,0.205
0.314183,0.294375,0.266334,0.055567,5.110247,0.535823,4.956862,0.620509,9.965883,D,0.992
0.309857,0.222948,0.226461,0.055634,5.790739,0.523992,5.032448,0.893789,9.992776,D,0.196
0.267299,0.295057,0.264279,0.050551,4.445871,0.579051,5.015929,0.839557,9.775125,D,0.195
0.323432,0.227418,0.265706,0.057225,5.246804,0.582856,5.177686,0.171216,0.584795,D,0.405
0.27592,0.256972,0.263743,0.050887,5.890956,0.577498,4.902452,0.018665,9.526186,D,0.179
0.302532,0.228702,0.267324,0.048912,4.4106,0.448877,5.633049,0.194777,9.011254,D,0.16
0.264629,0.26375,0.237049,0.06074,4.529765,0.460439,5.565467,0.434861,9.970017,D,0.291
0.317837,0.289538,0.262796,0.055479,5.113247,0.453155,5.607183,0.356402,5.476403,D,0.994
0.266752,0.231623,0.232938,0.048929,5.824705,0.458303,5.43309,0.538729,9.886081,D,0.146
0.271102,0.232242,0.263733,0.055373,5.722973,0.460209,5.534639,0.75862,7.171495,D,0.05
0.304095,0.268149,0.29327,0.055056,5.711775,0.460686,5.58302,0.649572,9.770776,D,0.784
0.275037,0.258341,0.28864,0.050001,5.161167,0.519654,5.538214,0.591098,9.329704,D,0.118
0.282533,0.225543,0.21648,0.055213,5.083993,0.503463,5.744796,0.101867,9.945371,D,0.188
0.314128,0.28658,0.236414,0.056115,5.711169,0.510503,5.52377,0.191476,0.2822,D,0.946
0.34609,0.255986,0.22925,0.050062,5.094074,0.589651,5.701206,0.544215,9.627636,D,0.928
0.315115,0.263012,0.290318,0.050453,5.042709,0.570969,5.703974,0.518262,7.699338,D,0.857
0.303953,0.254566,0.229317,0.050213,5.711253,0.585291,5.559028,0.242709,9.943843,D,0.443
0.317132,0.233442,0.293311,0.056472,5.868336,0.573283,5.746705,0.44134,7.077172,D,0.619
0.307766,0.266532,0.295313,0.055604,5.794399,0.565671,5.622341,0.6058,9.953974,D,0.851
0.274289,0.258839,0.233542,0.050663,4.607922,0.465634,6.297834,0.934083,7.398179,D,0.269
0.310119,0.226451,0.29783,0.055951,4.573352,0.468927,6.157842,0.634826,0.818307,D,0.588
0.269902,0.289392,0.297085,0.055974,4.391181,0.458471,6.077394,0.732226,8.669382,D,0.651
0.305004,0.228305,0.252638,0.049606,5.064249,0.442116,6.182622,0.258167,0.389115,D,0.155
0.273508,0.293753,0.286492,0.050262,5.124477,0.453771,6.101829,0.649865,3.271918,D,0.879
0.358756,0.264579,0.227516,0.063003,5.378017,0.442593,6.246136,0.221193,4.852437,D,0.989
0.302767,0.23656,0.223809,0.055065,5.621919,0.447097,6.342784,0.520321,6.736916,D,0.528
0.311903,0.23507,0.293281,0.061257,5.813584,0.461601,6.140047,0.809279,3.273925,D,0.565
0.315671,0.233199,0.23024,0.05543,5.134578,0.518661,6.228069,0.365665,2.33762,D,0.438
0.268684,0.260088,0.230947,0.05708,5.323214,0.527077,6.207758,0.486745,4.061081,D,0.302
0.277252,0.269768,0.291405,0.050756,5.541229,0.522005,6.194643,0.755335,9.972364,D,0.182
0.272517,0.257496,0.232169,0.063039,4.562429,0.572575,6.298451,0.187277,3.321875,D,0.348
0.272156,0.257124,0.229232,0.049175,5.132454,0.575717,6.272766,0.231759,6.462969,D,0.136
0.349968,0.266241,0.235331,0.061895,5.848783,0.586515,6.127931,0.070241,1.626824,D,0.99
0.024202,0.042883,0.019186,0.062874,5.093812,0.030968,1.185843,0.301325,0.560699,D,0.978
0.609092,0.101801,0.015122,0.08838,5.190297,0.524039,10.005847,0.243951,6.789662,D,0.986
0.212577,0.252876,0.351977,0.008283,3.41445,0.33273200000000003,3.939227,0.376159,2.365359,D,0.099
0.42102,0.106014,0.172254,0.028757,6.93779,0.526777,3.884771,0.079114,0.734429,D,0.602
0.215271,0.190048,0.346585,0.029105,3.317309,0.343941,5.696448,0.10355,7.185405,D,0.232
0.318804,0.150208,0.346313,0.097908,5.056617,0.332536,5.734059,0.655979,9.842736,D,0.084
0.409835,0.157221,0.26598,0.03078,5.142936,0.347344,5.537841,0.540333,9.989354,D,0.97
0.418537,0.175931,0.173076,0.085523,3.524095,0.509892,5.643749,0.253532,5.87812,D,0.378
0.20806,0.264301,0.344359,0.034092,6.892195,0.347089,7.195811,0.150048,0.58126,D,0.073
0.304435,0.219525,0.275803,0.045886,6.80419,0.699621,7.125794,0.478642,2.314607,D,0.208
0.279803,0.221565,0.295662,0.084643,5.158955,0.44482,5.124218,0.859557,4.021261,D,0.256
0.363602,0.184104,0.263283,0.098642,5.060292,0.445449,5.024006,0.293078,9.339231,D,0.799
0.267914,0.22432,0.288079,0.089766,5.809371,0.592198,5.005933,0.336258,0.724896,D,0.141
0.276735,0.218617,0.290143,0.093973,4.556815,0.458305,5.579928,0.4166,9.948821,D,0.212
0.348939,0.183871,0.2607,0.047611,4.46693,0.445472,5.584195,0.308699,3.708063,D,0.515
0.360903,0.165391,0.294121,0.018507,4.513377,0.454324,5.652821,0.805343,9.04078,D,0.773
0.276826,0.218636,0.289284,0.077867,5.07679,0.444863,5.677747,0.884739,8.439741,D,0.248
0.315474,0.173697,0.297362,0.073244,4.446245,0.459803,6.153658,0.490516,8.444161,D,0.485
0.349286,0.184353,0.229335,0.093119,5.184719,0.466535,6.206375,0.667812,0.02384,D,0.328
0.306413,0.187719,0.289031,0.065148,5.818136,0.444943,6.214298,0.248865,8.088733,D,0.466
0.359202,0.144875,0.263819,0.04689,4.62075,0.531619,6.169641,0.108233,5.186091,D,0.305
0.276683,0.211965,0.29708,0.062111,4.440168,0.507259,6.2217460000000004,0.249212,9.964683,D,0.174
0.317265,0.171266,0.293712,0.085622,5.811475,0.540733,6.216548,0.256272,9.954645,D,0.45
0.348821,0.159832,0.292735,0.055868,4.585014,0.591693,6.300681,0.281956,3.675078,D,0.624
0.358054,0.174535,0.26254,0.071692,5.066877,0.606842,6.32499,0.654876,1.590046,D,0.74
0.020913,0.022337,0.024868,0.055617,0.351293,0.025806,1.156692,0.887802,4.853928,E,0.982
0.026733,0.028155,0.017873,0.012066,10.12174,0.030427,1.295843,0.22797,8.222708,E,0.901
0.597723,0.020359,0.258143,0.056294,0.354877,1.011524,1.296423,0.605375,3.872573,E,0.998
0.024354,0.019977,0.022257,0.101054,5.139783,0.989083,1.309578,0.541451,9.512218,E,0.95
0.606708,0.021132,0.023626,0.101092,5.044355,0.99933399999999994,1.287558,0.850959,9.910965,E,0.266
0.595898,0.027064,0.020272,0.01353,10.103605,1.002833,1.264205,0.26256,9.987145,E,0.901
0.018888,0.023138,0.504867,0.013478,5.126851,0.033766,5.658722,0.304094,0.054323,E,0.995
0.309231,0.024313,0.497333,0.099863,5.097971,0.056699,5.631346,0.335516,7.333578,E,0.139
0.026101,0.255232,0.509616,0.101868,5.097325,0.025651,5.631914,0.715123,2.807787,E,0.69
0.027073,0.022975,0.262016,0.055828,9.911703,0.053054,5.635234,0.705339,4.206123,E,0.986
0.316195,0.020008,0.022117,0.010998,0.244201,0.527178,5.755919,0.560672,6.688591,E,0.711
0.305778,0.028647,0.025928,0.056314,5.104468,0.535106,5.634519,0.731998,9.193821,E,0.478
0.309538,0.0223,0.260995,0.011532,0.215656,0.040968,10.011494,0.324007,1.57455,E,0.337
0.318794,0.265158,0.265199,0.012129,0.300845,0.04409,10.17683,0.774227,1.432261,E,0.754
0.025941,0.02393,0.490497,0.011574,10.133807,0.045618,10.029819,0.419363,0.373178,E,0.985
0.321194,0.022079,0.018501,0.012197,5.294881,0.511767,10.109219,0.492169,4.635065,E,0.657
0.309633,0.021799,0.493724,0.011675,5.204381,0.515428,9.931104,0.689071,8.775116,E,0.125
0.020345,0.028659,0.031897,0.056571,9.8575,0.499049,9.991416,0.678897,0.832948,E,0.984
0.312699,0.017588,0.263064,0.055322,9.930435,0.53008,9.879346,0.53803,6.069112,E,0.418
0.309599,0.263677,0.264622,0.101705,0.41332,0.996176,10.035882,0.36411,5.273807,E,0.547
0.023105,0.268689,0.501948,0.056502,9.936863,0.993688,10.015732,0.546192,9.226273,E,0.863
0.30785,0.261646,0.255399,0.040127,3.414283,0.332536,4.11742,0.354678,8.922117,E,0.884
0.206415,0.169635,0.343975,0.038928,5.07139,0.337195,4.019715,0.743866,7.390717,E,0.36
0.317364,0.172207,0.266172,0.056744,5.250439,0.348446,3.932602,0.866797,9.696432,E,0.39
0.208524,0.173012,0.342607,0.055375,5.128856,0.521177,4.131978,0.386517,0.195976,E,0.261
0.415321,0.175435,0.177399,0.055792,6.821031,0.512749,4.042363,0.172549,5.666882,E,0.519
0.205431,0.164424,0.256085,0.055672,3.371338,0.698725,4.03831,0.571023,5.131112,E,0.326
0.426854,0.173269,0.174507,0.072165000000000007,5.121704,0.705567,4.075296,0.264437,1.861152,E,0.597
0.213519,0.175246,0.255209,0.072129,5.175875,0.691606,3.992207,0.384587,9.876643,E,0.239
0.308852,0.17984,0.263641,0.05567,6.827002,0.68575,4.067879,0.113759,8.898144,E,0.436
0.212753,0.17551,0.351712,0.056386,6.975292,0.696796,4.069903,0.591906,9.743882,E,0.15
0.207676,0.170312,0.169682,0.072596,3.319509,0.351789,5.679721,0.116668,1.402939,E,0.26
0.202757,0.264221,0.257216,0.056327,5.148058,0.338971,5.593122,0.399447,0.478185,E,0.371
0.206,0.169599,0.180022,0.072651,6.907758,0.342004,5.620918,0.568573,9.969744,E,0.339
0.318304,0.170133,0.164097,0.072114,6.92279,0.344127,5.531336,0.085245,3.244045,E,0.435
0.21006,0.255816,0.344832,0.056379,3.226937,0.521426,5.671308,0.347255,8.173115,E,0.244
0.323891,0.170878,0.259208,0.041156,4.952541,0.522393,5.906181,0.528365,5.712218,E,0.299
0.317256,0.172843,0.178082,0.073029,5.21703,0.503959,5.555543,0.191537,0.562898,E,0.381
0.422541,0.184667,0.267614,0.056681,3.263457,0.709047,5.626897,0.376887,5.596087,E,0.999
0.416045,0.174927,0.260208,0.040277,5.3384,0.685897,5.628322,0.491313,7.170802,E,0.991
0.314914,0.260967,0.263931,0.072574,5.205874,0.698475,5.537379,0.643951,9.533928,E,0.633
0.21096,0.173116,0.172312,0.056544,6.818185,0.703073,5.667245,0.133266,5.261997,E,0.321
0.410533,0.174887,0.26287,0.056854,7.007852,0.688511,5.600533,0.204795,9.99769,E,0.987
0.194173,0.174065,0.271296,0.055815,5.155808,0.34529,7.15304,0.411266,0.006831,E,0.451
0.209037,0.176352,0.273333,0.040497,4.93002,0.516341,7.138553,0.160522,6.976529,E,0.364
0.312262,0.252578,0.271227,0.056381,3.219293,0.697706,7.290334,0.071285,1.666656,E,0.62
0.273514,0.30067,0.288192,0.050935,5.120415,0.46561,4.998555,0.563965,8.982075,E,0.971
0.271646,0.286652,0.263617,0.063152,5.255197,0.457287,4.953416,0.642139,3.675672,E,0.709
0.27228,0.254075,0.2963,0.06211,5.010729,0.51834,5.085996,0.116493,9.725171,E,0.213
0.279674,0.224759,0.261575,0.056057,5.785064,0.525811,4.870038,0.769212,4.097307,E,0.113
0.278582,0.256561,0.226044,0.050843,4.539659,0.580536,5.013513,0.885188,8.042688,E,0.36
0.27487,0.292824,0.287702,0.062443,4.557491,0.58469,4.883957,0.387372,0.11005,E,0.894
0.344428,0.227209,0.264905,0.06183,5.182995,0.567606,5.044678,0.392273,7.587721,E,0.575
0.280277,0.230934,0.298349,0.057111,5.760121,0.57155,5.02963,0.698863,5.432186,E,0.237
0.269555,0.227134,0.234239,0.0631,5.755731,0.589097,5.176255,0.327446,2.185579,E,0.156
0.320688,0.290701,0.26297,0.050866,4.408883,0.457805,5.699349,0.174456,1.659965,E,0.99
0.307503,0.23342,0.297217,0.056716,5.155128,0.456794,5.634333,0.342832,9.564552,E,0.495
0.273533,0.261467,0.297846,0.062351,5.136925,0.453699,5.608318,0.723175,9.951268,E,0.265
0.278764,0.267218,0.299516,0.050331,5.740921,0.449992,5.714992,0.732306,4.514816,E,0.417
0.278038,0.289273,0.268614,0.056241,5.803875,0.461751,5.563281,0.847035,9.32355,E,0.839
0.274433,0.267517,0.282119,0.062335,5.862038,0.455659,5.716561,0.737129,9.842708,E,0.21
0.277054,0.228541,0.261199,0.062713,4.429809,0.530989,5.54925,0.359846,3.589282,E,0.161
0.312969,0.263909,0.297404,0.061185,4.468858,0.515053,5.550235,0.607411,9.950972,E,0.912
0.344367,0.234936,0.235464,0.049066,4.974133,0.500917,5.520031,0.181903,5.88235,E,0.864
0.273779,0.224502,0.268192,0.056115,5.245213,0.511781,5.559523,0.427647,5.256559,E,0.12
0.350822,0.225065,0.300521,0.055889,5.745043,0.498914,5.682119,0.220688,3.611038,E,0.984
0.267623,0.232025,0.266173,0.06074,5.904659,0.534056,5.609458,0.789181,7.182814,E,0.098
0.26837,0.260254,0.257521,0.062989,5.866194,0.503038,5.585184,0.419193,2.031114,E,0.21
0.275022,0.262465,0.229092,0.056437,4.432137,0.448914,6.237307,0.20672,5.122458,E,0.285
0.317335,0.227175,0.259356,0.057317,4.436242,0.442583,6.209204,0.212409,8.265146,E,0.372
0.343139,0.25408,0.268874,0.063106,4.595207,0.442709,6.166803,0.232968,9.49626,E,0.919
0.282753,0.292809,0.268926,0.062507,5.129151,0.464724,6.256884,0.190977,2.660771,E,0.95
0.275529,0.268663,0.267327,0.051253,4.375512,0.517304,6.194573,0.169984,6.043478,E,0.572
0.316607,0.231964,0.264242,0.061886,4.532884,0.507005,6.063563,0.42648,9.644671,E,0.318
0.309917,0.264199,0.26663,0.062783,5.126035,0.508355,6.263894,0.223215,5.117876,E,0.734
0.27098,0.26502,0.230082,0.050074,6.019199,0.537692,6.254174,0.457837,9.952035,E,0.175
0.357123,0.258075,0.260122,0.062566,4.602264,0.585019,6.478837,0.09403,0.069387,E,0.995
0.343963,0.222147,0.257002,0.06284,5.181997,0.57991,6.063382,0.165849,4.805563,E,0.56
0.346073,0.226673,0.226912,0.050243,5.874306,0.578628,6.278145,0.265554,5.032465,E,0.78
0.214837,0.287538,0.353147,0.057372,6.863004,0.698916,3.999696,0.383068,0.348637,E,0.16
0.214062,0.244235,0.259617,0.087795,5.137859,0.344739,5.426629,0.309222,4.48053,E,0.133
0.306172,0.151618,0.257207,0.03235,6.864148,0.335799,7.150874,0.492235,3.774429,E,0.483
0.209781,0.29728,0.344426,0.09293,3.292308,0.511007,7.360999,0.547813,9.6741,E,0.368
0.409922,0.183666,0.174282,0.085262,7.102237,0.685614,7.26552,0.620144,9.857118,E,0.428
0.347846,0.187553,0.2573,0.069169,5.761471,0.460899,4.955664,0.338346,7.470046,E,0.657
0.344194,0.18063,0.261389,0.080204,4.52193,0.521326,4.889822,0.596712,1.394345,E,0.642
0.341282,0.191154,0.262196,0.072843,4.429662,0.52316,5.06111,0.42275,2.242571,E,0.664
0.354329,0.145192,0.26795,0.012305,4.48966,0.588915,4.918109,0.78961,3.058916,E,0.492
0.35407,0.20021,0.253662,0.095798,4.412848,0.460571,5.68043,0.551202,0.81434,E,0.823
0.354357,0.15583,0.263402,0.042484,5.69455,0.506148,5.738165,0.497673,9.950719,E,0.521
0.347375,0.143056,0.289838,0.025054,5.91108,0.502897,5.65829,0.565618,4.179818,E,0.496
0.35204,0.138256,0.293345,0.002648,4.589881,0.575398,5.47956,0.541164,1.636985,E,0.514
0.312195,0.194983,0.297692,0.039057,4.420814,0.576694,5.418357,0.679448,9.119106,E,0.493
0.359005,0.170953,0.263792,0.056926,5.700078,0.595992,5.673355,0.245564,0.525076,E,0.694
0.346568,0.15937,0.295438,0.016775,4.296592,0.455178,6.154894,0.359958,9.754682,E,0.674
0.352621,0.178543,0.263173,0.079048,5.026544,0.44348,6.115391,0.317576,8.068007,E,0.694
0.35728,0.155809,0.253383,0.049673,5.780764,0.459105,6.212137,0.464645,3.26284,E,0.687
0.340631,0.209747,0.260383,0.096651,5.93152,0.433064,6.227819,0.311733,3.84875,E,0.648
0.347924,0.174886,0.297898,0.041749,5.841895,0.442704,6.276217,0.598963,9.997731,E,0.785
0.347824,0.190079,0.256348,0.070985,4.515541,0.513204,6.266305,0.481473,7.946556,E,0.493
0.350703,0.161242,0.288275,0.016393,5.041665,0.505667,6.218997,0.807786,6.645464,E,0.544
0.349767,0.195506,0.260723,0.073672,5.29226,0.512716,6.239899,0.859989,5.307618,E,0.776
0.352151,0.181074,0.262478,0.094955,4.519845,0.594039,6.32576,0.411643,5.737772,E,0.808
0.308262,0.195029,0.267396,0.099473,5.036889,0.591432,6.123899,0.757241,9.109732,E,0.516
0.576753,0.009198,0.281869,0.017493,5.901922,0.002952,2.736473,0.813608,5.437349,C,0.998
0.575995,0.001417,0.296426,0.008398,9.241741,0.933481,6.907235,0.971758,9.801169,C,0.998
0.345267,0.081035,0.486809,0.045491,5.449227,0.9854,1.444677,0.190573,0.05957,D,0.987
0.556245,0.075491,0.090946,0.067166,0.244104,0.039782,3.372075,0.790392,8.109806,B,0.868
0.078039,0.446306,0.360394,0.089734,8.699651,0.118333,9.916573,0.19549,9.341757,E,0.556
0.503532,0.021686,0.36337,0.036873,3.555497,0.117859,9.613435,0.892415,6.002202,A,0.997
0.461477,0.009152,0.409857,0.017231,0.48942600000000003,0.30301,1.241211,0.4036,4.736721,C,0.994
0.333435,0.007353,0.472672,0.030462,9.962942,0.97926,3.83447,0.625603,9.445618,E,0.367
0.02104,0.39732,0.494088,0.053958,8.072269,0.907715,7.312062,0.236961,1.992657,E,0.995
0.593569,0.021628,0.128571,0.0963,0.548282,0.985074,5.559986,0.664151,8.923573,A,0.685
0.457153,0.041763,0.041287,0.003839,7.230777,0.020583,1.911998,0.733818,9.596784,C,0.918
0.383425,0.013672,0.015557,0.072567,9.495026,0.903843,1.054677,0.300669,3.589107,E,0.6
0.587668,0.038666,0.170108,0.038558,0.264794,0.101094,8.341143,0.715835,9.738244,A,0.749
0.550074,0.182459,0.097223,0.091742,0.749554,0.166066,7.032772,0.572425,9.976624,A,0.998
0.033844,0.385077,0.485527,0.061086,1.919939,0.486572,2.11608,0.098471,9.844012,A,0.846
0.253075,0.00229,0.020144,0.083842,7.751144,0.290297,1.050913,0.716026,9.597199,E,0.409
0.525759,0.192217,0.116704,0.083428,0.740718,0.834098,7.510241,0.134251,4.54107,E,0.998
0.43079,0.242172,0.177676,0.094088,7.92757,0.066443,1.55537,0.780912,9.38447,C,0.999
